prompt,dataset,label
"Herpes or not? YIKES! This has happened twice to me while wearing a pad-my skin breaks open.The first time-My partner was being rough on the outside of my clothes trying to turn me on by rubbing the outside of my privates over my clothes. The next day it hurt and I had a tear in my skin.Recently when wearing a pad something hurt in the same area. When I examined the area I had 3 tiny clear bubbles and one cut looking spot. The bubbles popped clear fluid and now the spot has turned into an open wound with a red border. It never scabs or crusts, it heals and goes away..when I try to take a picture to examine its too shiny.",healthcare,2
I was in hospital the other night and they ran EKG on me my tropoline level was 0.02 but my EKG one said borderline low voltage frontal lead and the other said borderline low voltage extremitys and I am still having very bad chest pains around my sternum and under my left chest muscle,healthcare,2
"I am a 46 years old male. I am 5 6 and 154 lbs ( always around that) 2 years ago I went to the doctor to get a blood test and the results were my total cholesterol was high 7,33 mmol/L and GGT 338 UI/L. At that time, Lipitor was my only medication for almost one year. One month ago, I got new bad results about my cholesterol 7,82 and the new parameter ALT shows 95 U/L. I have changed my lifestyle ,eating better and going swimming in order to go down the cholesterol ratio , but i really concern about my liver . These both values (GGT and ALT) are expected because of the high cholesterol? thanks for any comments",healthcare,2
"My friend is in south africa he has skin problem for the last 4 years. at hands ears,some part of the face also. He seems scratch the skin and some white powder like skin comes out leaving somes red rashes.he has been taking medication but not useful.doctor says it is one type soroisis.what medicine he should takepl suggest",healthcare,2
"Sir , I introduce myself Rajesh, my age is 28, my penis looks small,i have more temptation on sex , so i daily use to masturbate, bcos of that i feel guilty that i couldnt do sex properly with my partner after my marriage, and ialso want to check my sperm count, where i can check this, ineed suggestion on this.",healthcare,2
"Sir, Gud Morning. My mother has been suffering from Diabetics since 20 years or more. Her complications include",healthcare,2
"hello dr. i am senthil from chennai,i am a body builder,i take some pre work out supplement ,and protein supplement also,for last 4 years ,last monthi susuffered ower abdome pain,i consult my family dr,the dr.told to take 3d scan for whole abdomen , blood and urien test ( KFT,LFT, CREATININE ). THE TEST RESULT COULD BE NORMAL.CAN I TAKE NEERI SYRUP FOR SAFE ZONE FOR KIDNEY...",healthcare,2
"sir,I am having constant pain at my back. I had done test and Xray there is no sign of any problem Slowly this pain is transcending from back to neck. I cant sit and do any thing for more than 15 minutes, It seems as if somebody has put ah heavy weight on my back. This pain is basically on upper back and when i sit straight than again i feel the pain in my bones.",healthcare,2
"cold air feeling when breathing , get lightheaded soemtimes and weird feeling in my eyes or sinus area but its a cold dry air , makes me not want to breath through my nose as much but i breath through my mouth to much then , any idea of what this is , i also have a stomach ucler with no medicine for it cause i just got health insurance and i woke up with burning pain in my stomach in one spot and it was burning my back to , and all the nurses at my work think i hae an ulcer since i get bloated fast when i drink or eat and my stomach feels like its pushed out all the time and i burp alot and my stomach always feels like crap , but can that have an effect on why i breath this cold dry air that makes me lightheaded and gives me a weird type of headache , i would really appreciate some kinda answer",healthcare,2
I m 25 in excellent health and newly married. After my bachelors weekend and my honeymoon I ve dealt with puffy ankles. I went to doctor and my alt is 145. Doctor said I have liver damage and should never drink again. Has anyone else had this problem?,healthcare,2
"hi, i have a friend who has cancer (stage4).. she had series of chemo already and her last treatment of chemo was for her liver. however, when the cancer cells became active again, she went to a much even stronger chemo and after her 1st strong chemo treatment, she got sores all over her mouth, barely eats, has edema in her feet and hands and now experiencing diarrhea, all her labs were not good. shes currently confined in a hospital but are these signs that she might be the end of her battle.",healthcare,2
